,0,1
1329,lee-&-nee-softwares-,leeneesoft
1330,leel-electricals-ltd,lloydeleng
1331,leena-consultancy-ltd,leenaconsult
1332,lesha-industries-ltd,leshaind
1333,lg-balakrishnan-&-brothers-ltd,lgbbrosltd
1334,lgb-forge-ltd,lgbforge
1335,liberty-phosphate-ltd,libertyphosp
1336,liberty-shoes-ltd,libertshoe
1337,libord-securities-ltd,libordsec
1338,lic-nomura-mf-etf-nifty-50,licnfengp
1339,lime-chemicals-ltd,limechemical
1340,linaks-microelectronics-ltd,linaksmicro
1341,linc-pen-&-plastics-ltd,lincpen
1342,lincoln-pharmaceuticals-ltd,lincolnpharm
1343,linde-india-ltd,boc
1344,linear-industries-ltd,linearind
1345,link-pharma-chem-ltd,linkpharma
1346,linkson-international-ltd,linksoninter
1347,lippi-systems-ltd,lippisystems
1348,lkp-finance-ltd,lkpmerfin
1349,lloyds-metals-&-energy-ltd,lloydmetal
1350,lml-ltd,lml
1351,ln-industries-india-ltd,lnindustries
1352,lohia-securities-ltd,lohiasec
1353,lok-housing-&-constructions-ltd,lokhsg
1354,lokesh-machines-ltd,lokeshmach
1355,longview-tea-company-ltd,longviewtea
1356,looks-health-services-ltd,monarchhealt
1357,lords-chemicals-ltd,lordschem
1358,lords-chloro-alkali-ltd,modialkali
1359,lotus-chocolate-company-ltd,lotuschoco
1360,lotus-eye-hospital-and-institute-ltd,lotuseye
1361,lovable-lingerie-ltd,lovable
1362,lt-foods-ltd,daawat
1363,ludlow-jute-&-specialities-ltd,ludlowjute
1364,luharuka-media-&-infra-ltd,splashmedia
1365,lumax-auto-technologies-ltd,lumaxtech
1366,lumax-automotive-systems-ltd,lumaxauto
1367,lumax-industries-ltd,lumaxind
1368,luminaire-technologies-ltd,strausind
1369,lux-industries-ltd,luxind
1370,lycos-internet-ltd,ybrantdigi
1371,lyka-labs-ltd,lykalabs
1372,lykis-ltd,lykis
1373,lypsa-gems-&-jewellery-ltd,lypsagems
1374,maan-aluminium-ltd,maanalu
1375,mac-charles-,maccharles
1376,machino-plastics-ltd,machinoplast
1377,macro-international-ltd,macrointl
1378,madhav-marbles-&-granites-ltd,madhav
1379,madhucon-projects-ltd,madhucon
1380,madhur-capital-&-finance-ltd,madhurcap
1381,madhur-industries-ltd,madhurfood
1382,madhusudan-industries-ltd,madsudind
1383,madhusudan-securities-ltd,madhusansec
1384,madras-fertilizers-ltd,madrasfert
1385,maestros-electronics-&-telecommunications-systems-ltd,stk-538401
1386,maestros-mediline-systems-ltd,maestrosmedi
1387,mafatlal-industries-ltd,mafatlaind
1388,magma-fincorp-ltd,magma
1389,magna-colors-ltd,magnacolors
1390,magna-electro-castings-ltd,magnaelectro
1391,magna-industries-&-exports-ltd,magnaind
1392,magnum-ltd,magnumltd
1393,magnum-ventures-ltd,magnum
1394,maha-rashtra-apex-corporation-ltd,mahapexltd
1395,mahalaxmi-seamless-ltd,mahalxmiseam
1396,mahamaya-steel-industries-ltd,mahamayastee
1397,mahan-industries-ltd,mahanind
1398,mahanagar-telephone-nigam-ltd,mtnl
1399,mahanivesh-,mahanivesh
1400,maharaja-shree-umaid-mills-ltd,msumaidmills
1401,maharashtra-corporation-ltd,mahacorp
1402,maharashtra-polybutenes-ltd,maharashpoly
1403,maharashtra-scooters-ltd,mahscooter
1404,maharashtra-seamless-ltd,mahseamles
1405,mahaveer-infoway-ltd,mahaveerinfo
1406,mahavir-advanced-remedies-ltd,indoamerican
1407,mahavir-impex-ltd,mahavirimpex
1408,mahavir-industries-ltd,croitreind
1409,mahindra-composites-ltd,mahindracomp
1410,mahindra-holidays-&-resorts-india-ltd,mhril
1411,mahindra-lifespace-developers-ltd,mahlife
1412,maithan-alloys-ltd,maithanall
1413,majesco-ltd,majesco
1414,majestic-auto-ltd,majesauto
1415,makers-laboratories-ltd,makerslabs
1416,malabar-trading-company-ltd,malabartradg
1417,malu-paper-mills-ltd,malupaper
1418,malwa-cotton-spinning-mills-ltd,malwacott
1419,man-industries-,maninds
1420,man-infraconstruction-ltd,maninfra
1421,manaksia-aluminium-company-ltd,stk-539045
1422,manaksia-coated-metals-&-industries-ltd,stk-539046
1423,manaksia-industries-ltd,stk-539043
1424,manaksia-ltd,manaksia
1425,manaksia-steels-ltd,stk-539044
1426,manali-petrochemicals-ltd,manalipetc
1427,mandhana-industries-ltd,mandhana
1428,mangal-credit-and-fincorp-ltd,takmachines
1429,mangalam-drugs-&-organics-ltd,mangalam
1430,mangalam-organics-ltd,dujoproduct
1431,mangalam-timber-products-ltd,mangtimber
1432,mangalore-chemicals-&-fertilizers-ltd,mangchefer
1433,manjushree-technopack-ltd,manjushree
1434,mansi-finance-,mansifinance
1435,manugraph-india-ltd,manugraph
1436,marathwada-refractories-ltd,mrthwadarefr
1437,mardia-samyoung-capillary-tubes-co-ltd,mardiasamyng
1438,marg-ltd,marg
1439,marg-projects-&-infrastructure-ltd,margproject
1440,margo-finance-ltd,margofinance
1441,marksans-pharma-ltd,marksans
1442,marsons-ltd,marsons
1443,martin-burn-ltd,martinburn
1444,maruti-infrastructure-ltd,marutiinfra
1445,marvel-capital-&-finance-,marvelcap
1446,mastek-ltd,mastek
1447,master-trust-ltd,mastertrust
1448,mathew-easow-research-securities-ltd,matheweasow
1449,matra-kaushal-enterprise-ltd,plenterprise
1450,matra-realty-ltd,matrarealty
1451,mavens-biotech-ltd,mavensbio
1452,mawana-sugars-ltd,mawanasug
1453,max-alert-systems-ltd,maxalertsys
1454,max-heights-infrastructure-ltd,maxheights
1455,max-india-ltd,maxindia
1456,max-ventures-and-industries-ltd,maxvil
1457,maximaa-systems-ltd,maximaasys
1458,mayur-leather-products-ltd,mayurleather
1459,mazda-ltd,mazda
1460,mb-parikh-finstocks-ltd,mbparikh
1461,mbi-intercorp-ltd,mbiintercorp
1462,mbl-infrastructures-ltd,mblinfra
1463,mcdowell-holdings-ltd,mcdholding
1464,mcleod-russel-india-ltd,mcleodruss
1465,mcnally-bharat-engineering-company-ltd,mbecl
1466,mcs-ltd,mcsltd
1467,medi-caps-ltd,medicaps
1468,media-matrix-worldwide-ltd,newearthtech
1469,mediaone-global-entertainment-ltd,media1global
1470,medicamen-biotech-ltd,medicamenbio
1471,meenakshi-enterprises-ltd,stk-538834
1472,mefcom-capital-markets-ltd,mefcomcapmkt
1473,megasoft-ltd,megasoft
1474,meghmani-organics-ltd,megh
1475,mehta-housing-finance-ltd,mehtahousing
1476,melstar-information-technologies-ltd,melstar
1477,menon-bearings-ltd,menonbearing
1478,menon-pistons-ltd,menonpistons
1479,mep-infrastructure-developers-ltd,mepidl
1480,mercator-ltd,mercator
1481,merck-ltd,merck
1482,metal-coatings-,metalcoating
1483,metalyst-forgings-ltd,ahmedforge
1484,metkore-alloys-&-industries-ltd,metkore
1485,metroglobal-ltd,globaboard
1486,meuse-kara-&-sungrace-mafatlal-ltd,meusekarasun
1487,mewar-polytex-ltd,mewarpolytex
1488,mfl-india-ltd,mflindia
1489,mic-electronics-ltd,mic
1490,micro-technologies-,microtech
1491,mid-east-portfolio-management-ltd,mideastport
1492,midas-infra-trade-ltd,assofinlease
1493,midfield-industries-ltd,midfieldind
1494,midland-polymers-ltd,midlandpoly
1495,milestone-global-ltd,milestoneglo
1496,milgrey-entertainment-ltd,milgreyent
1497,milkfood-ltd,milkfood
1498,minaxi-textiles-ltd,minaxitex
1499,minda-industries-ltd,mindaind
1500,mindvision-capital-ltd,mindvision
1501,mini-diamonds-,minidiamonds
1502,minolta-finance-ltd,minoltafin
1503,mirc-electronics-ltd,mircelectr
1504,mirza-international-ltd,mirzaint
1505,mitshi-india-ltd,derapaints
1506,miven-machine-tools-ltd,mivenmachine
1507,mm-forgings-ltd,mmfl
1508,mm-rubber-company-ltd,mmrubber
1509,mms-infrastructure-ltd,stk-538400
1510,mmtc-ltd,mmtc
1511,mobile-tele-communications-ltd,mobiletele
1512,modern-dairies-ltd,moderndairie
1513,modern-india-ltd,modernindia
1514,modex-international-securities-ltd,modexintlsec
1515,modi-naturals-ltd,modinaturals
1516,modi-rubber-ltd,modirubber
1517,modison-metals-ltd,modisonmetal
1518,mohit-industries-ltd,mohitind
1519,mohite-industries-ltd,rmmohite
1520,mold-tek-packaging-ltd,moldtekpckng
1521,mold-tek-technologies-ltd,moldplast
1522,monarch-networth-capital-ltd,networthstk
1523,money-masters-leasing-&-finance-ltd,moneymasters
1524,monnet-industries-ltd,monnetind
1525,monnet-ispat-&-energy-ltd,monnetispa
1526,monnet-project-developers-ltd,monnetsugar
1527,monotype-india-ltd,monotype
1528,monsanto-india-ltd,monsanto
1529,monte-carlo-fashions-ltd,mcl
1530,morarjee-textiles-ltd,morarjee
1531,morarka-finance-ltd,morarkafin
1532,morepen-laboratories-ltd,morepenlab
1533,morgan-ventures-ltd,morganven
1534,morganite-crucible-,morganitecru
1535,moryo-industries-ltd,moryoind
1536,moschip-semiconductor-technology-ltd,moschipsemi
1537,moser-baer-india-ltd,moserbaer
1538,motilal-oswal-financial-services-ltd,motilalofs
1539,motilal-oswal-most-shares-m100-etf,m100
1540,motilal-oswal-mutual-fund-motilal-oswal-most-shares-nasdaq-100-etf,n100
1541,mount-everest-mineral-water-ltd-,mounteverest
1542,mount-shivalik-industries-ltd,mtshivalik
1543,moving-picture-company-,movingpic
1544,mpl-plastics-ltd,miltonplas
1545,mps-infotecnics-ltd,viseshinfo
1546,mps-ltd,mpsltd
1547,mro-tek-realty-ltd,mro-tek
1548,msp-steel-&-power-ltd,mspl
1549,mt-educare-ltd,mteducare
1550,mudit-finlease-ltd,muditfinlea
1551,mudunuru-ltd,oripro
1552,mukand-engineers-ltd,mukandengg
1553,mukand-ltd,mukandltd
1554,mukesh-steels-ltd,mukeshsteels
1555,mukesh-strips-ltd,mukeshstrips
1556,mukta-agriculture-ltd,pearlagri
1557,mukta-arts-ltd,muktaarts
1558,muller-&-phipps-,mullerphipps
1559,multibase-india-ltd,multibase
1560,munjal-auto-industries-ltd,munjalau
1561,munjal-showa-ltd,munjalshow
1562,murli-industries-ltd,murliind
1563,murudeshwar-ceramics-ltd,murudcera
1564,music-broadcast-ltd,radiocity
1565,muthoot-capital-services-ltd,muthootcap
1566,mvl-ltd,mvl
1567,mw-unitexx-ltd,mwunitexx
1568,mysore-petro-chemicals-ltd,mysorpetro
1569,mystic-electronics-ltd,pearleltrnic
1570,n2n-technologies-ltd,visisthmerc
1571,nagarjuna-agri-tech-ltd,nagagritech
1572,nagarjuna-fertilizers-and-chemicals-ltd,nagafert
1573,nagarjuna-oil-refinery-ltd,nagaroil
1574,nagreeka-capital-&-infrastructure-ltd,nagreekcap
1575,nagreeka-exports-ltd,nagreekexp
1576,nahar-capital-and-financial-services-ltd,naharcap
1577,nahar-industrial-enterprises-ltd,naharindus
1578,nahar-poly-films-ltd,naharpoly
1579,nahar-spinning-mills-ltd,naharsping
1580,naisargik-agritech-,naisargikagr
1581,nakoda-ltd,nakodatex
1582,nalin-lease-finance-ltd,nalinleafin
1583,nalwa-sons-investments-ltd,nsil
1584,nam-securities-ltd,stk-538395
1585,nandan-denim-ltd,nandanexim
1586,nardhana-infrastructure-ltd,nardhanainfr
1587,natco-pharma-ltd,natcopharm
1588,nath-bio-genes-,nathbiogen
1589,national-fertilizers-ltd,nfl
1590,national-fittings-ltd,interfittech
1591,national-oxygen-ltd,nol
1592,national-peroxide-ltd,natperoxid
1593,national-plastic-industries-ltd,natnlplastic
1594,national-plastic-technologies-ltd,natnlplatech
1595,national-steel-&-agro-industries-ltd,natnlsteel
1596,natraj-proteins-ltd,natrajprotei
1597,natural-capsules-ltd,ntrlcapsules
1598,nava-bharat-ventures-ltd,nbventures
1599,navkar-corporation-ltd,navkarcorp
1600,ncc-finance-ltd,nccfinance
1601,ncl-industries-ltd,nclind
1602,nd-metal-industries-ltd,ndmetal
1603,nectar-lifesciences-ltd,neclife
1604,neelkanth-rockminerals-ltd,nkanthrock
1605,negotium-international-trade-ltd,stk-537838
1606,neha-international-ltd,nehaint
1607,nelcast-ltd,nelcast
1608,nelco-ltd,nelco
1609,neo-corp-international-ltd,neocorp
1610,neo-infracon-ltd,anuvinind
1611,neogem-india-ltd,neogemindia
1612,nesco-ltd,nesco
1613,net-4-india-ltd,net4
1614,netlink-solutions-,netlinksol
1615,nettlinx-ltd,nettlinx
1616,netvista-ventures-ltd,netvistait
1617,network-18-media-&-investment-ltd,network18
1618,neueon-towers-ltd,sujanatow
1619,neuland-laboratories-ltd,neulandlab
1620,neulands-global-industries-ltd,sujanauni
1621,new-delhi-television-ltd,ndtv
1622,newever-trade-wings-ltd,neweverwings
1623,newtime-infrastructure-ltd,newtimeinfra
1624,next-mediaworks-ltd,nextmedia
1625,nexus-commodities-and-technologies-ltd,stk-538874
1626,nexxoft-infotel-ltd,nexxoft
1627,ng-industries-ltd,ngind
1628,ngl-fine-chem-ltd,nglfinechem
1629,nhc-foods-ltd,nhcfoods
1630,nicco-corporation-ltd,nicco
1631,nicco-parks-&-resorts-ltd,niccoparks
1632,nidhi-granites-ltd,nidhigranite
1633,nihar-info-global-ltd,niharinfo
1634,niit-ltd,niitltd
1635,nikhil-adhesives-ltd,nikhiladhv
1636,nikki-global-finance-ltd,nikkiglobal
1637,nile-ltd,nileltd
1638,nilkamal-ltd,nilkamal
1639,nimbus-foods-industries-ltd,nimbusfoods
1640,nimbus-industries-ltd,nimbusind
1641,nimbus-projects-ltd,nimbusproj
1642,niraj-cement-structurals-ltd,nirajcement
1643,nirlon-ltd,nirlon
1644,nitco-ltd,nitco
1645,nitesh-estates-ltd,niteshest
1646,nitin-castings-ltd,nitinalloys
1647,nitin-spinners-ltd,nitinspin
1648,nitta-gelatin-india-ltd,keralachem
1649,nivedita-mercantile-&-financing-ltd,niveditamerc
1650,niyogin-fintech-ltd,stk-538772
1651,nk-industries-ltd,nkind
1652,nlc-india-ltd,neyvelilig
1653,noble-explochem-ltd,nobleexploch
1654,nocil-ltd,nocil
1655,noesis-industries-ltd,mvlind
1656,noida-toll-bridge-company-ltd,noidatoll
1657,north-eastern-carrying-corporation-ltd,necarrying
1658,nouveau-global-ventures-ltd,nouveauglo
1659,nova-publications-india-ltd,novapublicat
1660,novagold-petro-resources-ltd,novagoldpet
1661,novartis-india-ltd,novartind
1662,npr-finance-ltd,nprfinance
1663,nr-agarwal-industries-ltd,nragarwalind
1664,nrb-industrial-bearings-ltd,nibl
1665,ntc-industries-ltd,ntcind
1666,nu-tek-india-ltd,nutek
1667,nucleus-software-exports-ltd,nucleus
1668,nutraplus-india-ltd,nutraplus
1669,nutricircle-ltd,shreeyashind
1670,nyssa-corporation-ltd,ravinaytrdg
1671,oasis-nutraceuticals-ltd,samleaseco
1672,oasis-securities-ltd,oasissec
1673,objectone-information-systems-ltd,objectoneinf
1674,ocean-agro-,oceanagro
1675,oceanaa-biotek-industries-ltd,stk-538019
1676,ocl-india-ltd,ocl
1677,ocl-iron-and-steel-ltd,oisl
1678,odyssey-corporation-ltd,odysseycorp
1679,odyssey-technologies-ltd,odysseytech
1680,ok-play-india-ltd,okplay
1681,olympia-industries-ltd,olympiaind
1682,olympic-cards-ltd,olympiccards
1683,om-metals-infraprojects-ltd,ommetals
1684,omansh-enterprises-ltd,stk-538537
1685,omax-autos-ltd,omaxauto
1686,omaxe-ltd,omaxe
1687,omega-ag-seeds-,omegaagseed
1688,omega-interactive-technologies-ltd,omegainterac
1689,omkar-overseas-ltd,omkarovrseas
1690,omnitech-infosolutions-ltd,omnitech
1691,omnitex-industries-,omnitexind
1692,onelife-capital-advisors-ltd,onelifecap
1693,onesource-techmedia-ltd,onesourcetec
1694,onmobile-global-ltd,onmobile
1695,onward-technologies-ltd,onwardtec
1696,optiemus-infracom-ltd,optiemusinf
1697,optimus-finance-ltd,transpekfin
1698,opto-circuits-,optocircui
1699,orbit-corporation-ltd,orbitcorp
1700,orbit-exports-ltd,orbitexports
1701,orchid-pharma-ltd,orchidchem
1702,organic-coatings-ltd,organiccoat
1703,oricon-enterprises-ltd,orientcont
1704,orient-abrasives-ltd,orientabra
1705,orient-beverages-ltd,orientbevg
1706,orient-cement-ltd,orientcement
1707,orient-green-power-company-ltd,greenpower
1708,orient-paper-&-industries-ltd,orientppr
1709,orient-press-ltd,orientltd
1710,orient-refractories-ltd,orientref
1711,oriental-carbon-&-chemicals-ltd,orientcarb
1712,oriental-hotels-ltd,orienthot
1713,oriental-trimex-ltd,orientaltl
1714,orissa-minerals-development-company-ltd,orissamine
1715,orosil-smiths-india-ltd,silversmith
1716,ortel-communications-ltd,ortel
1717,ortin-laboratories-ltd,ortinlabs
1718,oscar-investments-ltd,oscarinvest
1719,osian-industries-ltd,osianind
1720,oswal-agro-mills-ltd,oswalagro
1721,oswal-greentech-ltd,bindalagro
1722,oudh-sugar-mills-ltd,oudhsug
1723,overseas-synthetics-ltd,overseassynt
1724,ovobel-foods-ltd,ovobelfoods
1725,pacific-industries-ltd,pacificind
1726,padmalaya-telefilms-ltd,padmalayat
1727,padmanabh-industries-ltd,nilchemind
1728,pae-ltd,pael
1729,pagaria-energy-ltd,pagariaenrgy
1730,palred-technologies-ltd,foursoft
1731,panacea-biotec-ltd,panaceabio
1732,panache-innovations-ltd,stk-538742
1733,panafic-industrials-ltd,stk-538860
1734,panasonic-carbon-india-company-ltd,pancarbon
1735,panasonic-energy-india-company-ltd,lakhnnatnl
1736,panchmahal-steel-ltd,panchmstel
1737,panchsheel-organics-ltd,panchsheel
1738,pankaj-piyush-trade-and-investment-ltd,pptradeinv
1739,pankaj-polymers-ltd,pankajpoly
1740,pankaj-polypack-ltd,pankajpack
1741,panoramic-universal-ltd,panoramuni
1742,panyam-cements-&-mineral-industries-ltd,panyamcem
1743,parab-infra-ltd,pachelienter
1744,parabolic-drugs-ltd,parabdrugs
1745,paragon-finance-ltd,paragonfin
1746,paramount-communications-ltd,paracables
1747,paramount-cosmetics-,paramntcosme
1748,paramount-printpackaging-ltd,paraprint
1749,parekh-aluminex-ltd,paral
1750,parenteral-drugs-,pdpl
1751,parichay-investments-ltd,parichayinv
1752,parnax-lab-ltd,parnaxlab
1753,parrys-sugar-industries-ltd,parrysugar
1754,parshwanath-corporation-ltd,pwanathcorp
1755,parsvnath-developers-ltd,parsvnath
1756,pasari-spinning-mills-ltd,pasarispinng
1757,pasupati-fincap-ltd,pasupatifin
1758,patel-engineering-ltd,pateleng
1759,patel-integrated-logistics-ltd,patintlog
1760,patels-airtemp-,patelairtemp
1761,patidar-buildcon-ltd,patidarbuild
1762,patspin-india-ltd,patspinltd
1763,pawansut-holdings-ltd,pawansuthldg
1764,pazel-international-ltd,rutorninter
1765,pba-infrastructure-ltd,pbainfra
1766,pbm-polytex-ltd,pbmpolytex
1767,pcs-technology-ltd,pcstech
1768,pds-multinational-fashions-ltd,pdsmfl
1769,pearl-global-industries-ltd,pgil
1770,pearl-polymers-ltd,pearlpoly
1771,pee-cee-cosma-sope-ltd,peeceecosma
1772,peeti-securities-ltd,peetisec
1773,peninsula-land-ltd,peninland
1774,pennar-engineered-building-systems-ltd,penpebs
1775,pennar-industries-ltd,penind
1776,perfect-octave-media-projects-ltd,perfectoctav
1777,perfectpac-ltd,perfectpac
1778,persistent-systems-ltd,persistent
1779,petron-engineering-construction-ltd,petronengg
1780,pfizer-ltd,pfizer
1781,pfl-infotech-ltd,pflinfotech
1782,pg-electroplast-ltd,pgel
1783,pg-foils-ltd,pgfoils
1784,pharmaids-pharmaceuticals-ltd,pharmaids
1785,phillips-carbon-black-ltd,philipcarb
1786,phoenix-lamps-ltd,halonix
1787,phoenix-township-ltd,stk-537839
1788,photoquip-,photoquip
1789,phyto-chem-,phytochem
1790,pi-industries-ltd,piind
1791,piccadily-agro-industries-ltd,piccadilyagr
1792,piccadily-sugar-&-allied-industries-ltd,piccadsug
1793,picturehouse-media-ltd,picturehouse
1794,pil-italtca-lifestyle-ltd,peacockind
1795,pincon-lifestyle-ltd,stk-539007
1796,pioneer-agro-extracts-ltd,pioneeragro
1797,pioneer-distilleries-ltd,piondist
1798,pioneer-embroideries-ltd,pioneeremb
1799,pioneer-investcorp-ltd,pioneerinv
1800,piramal-glass-ltd,pirglass
1801,piramal-phytocare-ltd,pirlife
1802,pitti-laminations-ltd,pittilam
1803,pix-transmissions-ltd,pixtrans
1804,planters-polysacks-ltd,planterspoly
1805,plastiblends-india-ltd,plastiblen
1806,plethico-pharmaceuticals-ltd,plethico
1807,pm-telelinks-ltd,pmtelelinks
1808,pmc-fincorp-ltd,pritimerc
1809,pnb-gilts-ltd,pnbgilts
1810,pochiraju-industries-ltd,pochiraju
1811,poddar-housing-and-development-ltd,poddardev
1812,poddar-pigments-ltd,podarpigmt
1813,pokarna-ltd,pokarna
1814,polar-industries-ltd,polarind
1815,polo-hotels-ltd,polohotels
1816,poly-medicure-ltd,polymed
1817,polychem-ltd,polychem
1818,polycon-international-ltd,polycon
1819,polylink-polymers-,polylinkpoly
1820,polymac-thermoformers-ltd,polymactherm
1821,polymechplast-machines-ltd,polymechplst
1822,polyplex-corporation-ltd,polyplex
1823,polyspin-exports-ltd,polyspinexpo
1824,polytex-india-ltd,polytexindia
1825,pondy-oxides-&-chemicals-ltd,pondyoxide
1826,ponni-sugars-,ponnierode
1827,porwal-auto-components-ltd,porwalauto
1828,potential-investments-&-finance-ltd,stk-538566
1829,prabhav-industries-ltd,prabhavind
1830,pradeep-metals-ltd,pradeepmetal
1831,pradip-overseas-ltd,pradip
1832,prajay-engineers-syndicate-ltd,praeng
1833,prakash-constrowell-ltd,prakashcon
1834,prakash-industries-ltd,prakash
1835,prakash-steelage-ltd,prakashstl
1836,prakash-woollen-&-synthetic-mills-ltd,prakashwool
1837,pranavaditya-spinning-mills-ltd,pranavaditya
1838,pratibha-industries-ltd,pratibha
1839,pratik-panels-ltd,pratikpanels
1840,precision-camshafts-ltd,precam
1841,precision-containeurs-ltd,precisioncon
1842,precision-electronics-ltd,precisionele
1843,precision-wires-india-ltd,precwire
1844,premco-global-ltd,premcoglobal
1845,premier-explosives-ltd,premierexplo
1846,premier-ltd,premier
1847,premier-pipes-ltd,premierpipes
1848,premier-synthetics-ltd,premiersynth
1849,premium-capital-market-&-investment-ltd,premiumcap
1850,prerna-infrabuild-ltd,prernainfra
1851,presha-metallurgical-ltd,preshametal
1852,pressman-advertising-ltd,nucent
1853,pretto-leather-industries-ltd,prettoleathe
1854,pricol-ltd,pricolltd
1855,prima-agro-ltd,primaagro
1856,prima-plastics-ltd,primaplastic
1857,prime-capital-market-ltd,primecapital
1858,prime-focus-ltd,pfocus
1859,prime-property-development-corporation-ltd,primepropdev
1860,prime-securities-ltd,primesecu
1861,prime-urban-development-india-ltd,primeurban
1862,prism-cement-ltd,prismcem
1863,prism-medico-and-pharmacy-ltd,prismmedico
1864,prithvi-exchange-,prithvisof
1865,prithvi-information-solutions-ltd,prithvi
1866,pritish-nandy-communications-ltd,pnc
1867,priya-ltd,priyadyes
1868,priyadarsini-ltd,psmspgmill
1869,pro-fin-capital-services-ltd,profincap
1870,proaim-enterprises-ltd,shnathcomm
1871,procal-electronics-india-ltd,procalelect
1872,proseed-india-ltd,greenfire
1873,proto-developers-&-technologies-ltd,protodevtech
1874,provestment-services-ltd,provestment
1875,provogue-,provoge
1876,prozone-intu-properties-ltd,prozonecsc
1877,psl-ltd,psl
1878,ptc-india-financial-services-ltd,pfs
1879,ptc-industries-ltd,stk-539006
1880,ptl-enterprises-ltd,ptl
1881,pudumjee-industries-ltd,pdumjeind
1882,pudumjee-paper-products-ltd,pdmjepaper
1883,pudumjee-pulp-&-paper-mills-ltd,pdumjepulp
1884,punj-lloyd-ltd,punjlloyd
1885,punjab-&-sind-bank,psb
1886,punjab-alkalies-&-chemicals-ltd,punalkali
1887,punjab-chemicals-&-crop-protection-ltd,punjabchem
1888,punjab-communications-ltd,punjcommu
1889,punjab-woolcombers-ltd,punjabwool
1890,puravankara-ltd,purva
1891,purity-flex-pack-ltd,purityflex
1892,purohit-construction-ltd,stk-538993
1893,pvp-ventures-ltd,pvp
1894,pvv-infra-ltd,thirinfra
1895,pyxis-finvest-ltd,bcbfinance
1896,quadrant-televentures-ltd,quadranttele
1897,quantum-digital-vision-,quantumdigi
1898,quantum-gold-fund-exchange-traded-fund-,qgoldhalf
1899,quasar-india-ltd,stk-538452
1900,quick-heal-technologies-ltd,quickheal
1901,quintegra-solutions-ltd,quintegra
1902,r&b-denims-ltd,stk-538119
1903,r-systems-international-ltd,rsystems
1904,racl-geartech-ltd,raunaqauto
1905,radaan-mediaworks-india-ltd,radaan
1906,radford-global-ltd,psglobal
1907,radha-madhav-corporation-ltd,rmcl
1908,radico-khaitan-ltd,radico
1909,radix-industries-,radixind
1910,raghunath-international-ltd,raghunathint
1911,raghuvir-synthetics-ltd,raghuvirsynt
1912,rahul-merchandising-ltd,rahulmerc
1913,rai-saheb-rekhchand-mohota-spinning-&-weaving-mills-ltd,rairekmoh
1914,rain-industries-ltd,raincom
1915,rainbow-denim-ltd,rainbowdenim
1916,rainbow-foundations-ltd,rainbowfound
1917,rainbow-papers-ltd,rainbowpap
1918,raj-agro-mills-ltd,rajagromills
1919,raj-irrigation-pipes-&-fittings-ltd,rajirripipes
1920,raj-oil-mills-ltd,rajoil
1921,raj-packaging-industries-ltd,rajpackaging
1922,raj-rayon-industries-ltd,rajrayon
1923,raj-television-network-ltd,rajtv
1924,rajapalayam-mills-ltd,rajpalayam
1925,rajasthan-cylinders-&-containers-ltd,stk-538707
1926,rajasthan-gases-ltd,rjgases
1927,rajasthan-petro-synthetics-ltd,rajaspetro
1928,rajasthan-tube-manufacturing-company-ltd,rjtube
1929,rajath-finance-ltd,rajathfin
1930,rajdarshan-industries-ltd,arenterp
1931,rajkamal-synthetics-ltd,rajkamalsynt
1932,rajkumar-forge-ltd,rajkuforge
1933,rajlaxmi-industries-ltd,rajlaxmiind
1934,rajoo-engineers-ltd,rajooengg
1935,rajratan-global-wire-ltd,rajratanwire
1936,rajshree-sugars-&-chemicals-ltd,rajsreesug
1937,ram-info-ltd,raminformati
1938,ram-minerals-and-chemicals-ld,icvlchem
1939,ram-ratna-wires-ltd,ramratnawire
1940,rama-paper-mills-ltd,ramapaper
1941,rama-petrochemicals-ltd,ramapetro
1942,rama-phosphates-ltd,ramaphosp
1943,rama-steel-tubes-ltd,ramasteel
1944,ramchandra-leasing-&-finance-ltd,stk-538540
1945,ramco-industries-ltd,ramcoind
1946,ramco-systems-ltd,ramcosys
1947,ramkrishna-forgings-ltd,rkforge
1948,ramky-infrastructure-ltd,ramky
1949,rammaica-,rammaica
1950,ramsarup-industries-ltd,ramsarup
1951,rana-sugars-ltd,ranasug
1952,rander-corporation-ltd,randercorp
1953,rane-brake-lining-ltd,rbl
1954,rane-engine-valve-ltd,raneengine
1955,rane-holdings-ltd,raneholdin
1956,rane-,rml
1957,ranklin-solutions-ltd,ranklin
1958,rapicut-carbides-ltd,rapicutcarbi
1959,rapid-investments-ltd,rapidinv
1960,rasandik-engineering-industries-india-ltd,rasandikengg
1961,rashtriya-chemicals-&-fertilizers-ltd,rcf
1962,rasi-electrodes-ltd,rasielectrod
1963,rasoi-ltd,rasoiltd
1964,rasoya-proteins-ltd,rasoypr
1965,rathi-bars-ltd,rathibars
1966,rathi-graphic-technologies-ltd,rathigraphic
1967,rathi-steel-&-power-ltd,rathisteel
1968,ratnabali-capital-markets-ltd,ratnabalicap
1969,ratnamani-metals-&-tubes-ltd,ratnamani
1970,rattanindia-infrastructure-ltd,ibipl
1971,rattanindia-power-ltd,ibpow
1972,raunaq-epc-international-ltd,raunaqintl
1973,ravalgaon-sugar-farm-ltd,ravalsugar
1974,ravi-kumar-distilleries-ltd,rkdl
1975,ravindra-energy-ltd,ravienergy
